season,date,match_name,result,h_odd,d_odd,a_odd
2018/2019,08 Dec 2018,West Ham - Crystal Palace,3:2,2.29,3.41,3.33
2018/2019,08 Dec 2018,Bournemouth - Liverpool,0:4,7.18,4.64,1.48
2018/2019,05 Dec 2018,Manchester Utd - Arsenal,2:2,2.42,3.48,3.03
2018/2019,05 Dec 2018,Tottenham - Southampton,3:1,1.33,5.37,10.56
2018/2019,05 Dec 2018,Burnley - Liverpool,1:3,11.09,5.46,1.31
2018/2019,05 Dec 2018,Everton - Newcastle,1:1,1.47,4.37,8.14
2018/2019,05 Dec 2018,Fulham - Leicester,1:1,2.78,3.34,2.70
2018/2019,05 Dec 2018,Wolves - Chelsea,2:1,5.92,3.88,1.65
2018/2019,04 Dec 2018,Watford - Manchester City,1:2,9.04,5.35,1.36
2018/2019,04 Dec 2018,Bournemouth - Huddersfield,2:1,1.71,3.71,5.64
2018/2019,04 Dec 2018,Brighton - Crystal Palace,3:1,3.07,2.96,2.73
2018/2019,04 Dec 2018,West Ham - Cardiff,3:1,1.66,3.95,5.64
2018/2019,02 Dec 2018,Liverpool - Everton,1:0,1.46,4.46,8.13
2018/2019,02 Dec 2018,Arsenal - Tottenham,4:2,2.85,3.51,2.52
2018/2019,02 Dec 2018,Chelsea - Fulham,2:0,1.20,7.42,15.24
2018/2019,01 Dec 2018,Southampton - Manchester Utd,2:2,4.36,3.47,1.95
2018/2019,01 Dec 2018,Crystal Palace - Burnley,2:0,1.56,3.97,7.12
2018/2019,01 Dec 2018,Huddersfield - Brighton,1:2,2.40,2.91,3.71
2018/2019,01 Dec 2018,Leicester - Watford,2:0,2.35,3.28,3.34
2018/2019,01 Dec 2018,Manchester City - Bournemouth,3:1,1.13,9.59,22.39
2018/2019,01 Dec 2018,Newcastle - West Ham,0:3,2.56,3.34,2.94
2018/2019,30 Nov 2018,Cardiff - Wolves,2:1,3.59,3.24,2.25
2018/2019,26 Nov 2018,Burnley - Newcastle,1:2,3.03,3.13,2.63
2018/2019,25 Nov 2018,Wolves - Huddersfield,0:2,1.59,3.69,7.62
2018/2019,25 Nov 2018,Bournemouth - Arsenal,1:2,3.40,3.66,2.16
2018/2019,24 Nov 2018,Tottenham - Chelsea,3:1,3.02,3.40,2.46
2018/2019,24 Nov 2018,Brighton - Leicester,1:1,2.84,3.15,2.77
2018/2019,24 Nov 2018,Everton - Cardiff,1:0,1.47,4.39,8.34
2018/2019,24 Nov 2018,Fulham - Southampton,3:2,2.74,3.31,2.75
2018/2019,24 Nov 2018,Manchester Utd - Crystal Palace,0:0,1.45,4.51,8.11
2018/2019,24 Nov 2018,Watford - Liverpool,0:3,6.07,4.40,1.56
2018/2019,24 Nov 2018,West Ham - Manchester City,0:4,12.25,6.74,1.24
2018/2019,11 Nov 2018,Arsenal - Wolves,1:1,1.63,4.16,5.51
2018/2019,11 Nov 2018,Manchester City - Manchester Utd,3:1,1.36,5.32,8.85
2018/2019,11 Nov 2018,Chelsea - Everton,0:0,1.40,4.98,8.51
2018/2019,11 Nov 2018,Liverpool - Fulham,2:0,1.10,11.39,26.34
2018/2019,10 Nov 2018,Crystal Palace - Tottenham,0:1,5.33,3.95,1.69
2018/2019,10 Nov 2018,Huddersfield - West Ham,1:1,3.27,3.25,2.39
2018/2019,10 Nov 2018,Leicester - Burnley,0:0,1.49,4.42,7.41
2018/2019,10 Nov 2018,Newcastle - Bournemouth,2:1,2.89,3.41,2.55
2018/2019,10 Nov 2018,Southampton - Watford,1:1,2.32,3.37,3.27
2018/2019,10 Nov 2018,Cardiff - Brighton,2:1,2.58,3.08,3.13
2018/2019,05 Nov 2018,Huddersfield - Fulham,1:0,2.36,3.36,3.26
2018/2019,04 Nov 2018,Chelsea - Crystal Palace,3:1,1.33,5.51,10.11
2018/2019,04 Nov 2018,Manchester City - Southampton,6:1,1.12,10.28,25.76
2018/2019,03 Nov 2018,Wolves - Tottenham,2:3,3.42,3.37,2.26
2018/2019,03 Nov 2018,Arsenal - Liverpool,1:1,3.91,3.88,1.92
2018/2019,03 Nov 2018,Cardiff - Leicester,0:1,3.42,3.38,2.25
2018/2019,03 Nov 2018,Everton - Brighton,3:1,1.57,3.96,6.82
2018/2019,03 Nov 2018,Newcastle - Watford,1:0,2.77,3.22,2.75
2018/2019,03 Nov 2018,West Ham - Burnley,4:2,1.58,4.07,6.43
2018/2019,03 Nov 2018,Bournemouth - Manchester Utd,1:2,3.95,3.77,1.94
2018/2019,29 Oct 2018,Tottenham - Manchester City,0:1,5.31,4.22,1.64
2018/2019,28 Oct 2018,Manchester Utd - Everton,2:1,1.80,3.67,4.84
2018/2019,28 Oct 2018,Burnley - Chelsea,0:4,9.40,4.60,1.41
2018/2019,28 Oct 2018,Crystal Palace - Arsenal,2:2,4.45,3.90,1.81
2018/2019,27 Oct 2018,Leicester - West Ham,1:1,1.97,3.56,4.07
2018/2019,27 Oct 2018,Brighton - Wolves,1:0,3.46,3.14,2.35
2018/2019,27 Oct 2018,Fulham - Bournemouth,0:3,2.82,3.68,2.46
2018/2019,27 Oct 2018,Liverpool - Cardiff,4:1,1.11,10.35,28.20
2018/2019,27 Oct 2018,Southampton - Newcastle,0:0,2.01,3.40,4.15
2018/2019,27 Oct 2018,Watford - Huddersfield,3:0,1.77,3.48,5.61
2018/2019,22 Oct 2018,Arsenal - Leicester,3:1,1.61,4.13,5.79
2018/2019,21 Oct 2018,Everton - Crystal Palace,2:0,1.80,3.59,5.04
2018/2019,20 Oct 2018,Huddersfield - Liverpool,0:1,11.50,5.24,1.32
2018/2019,20 Oct 2018,Bournemouth - Southampton,0:0,2.20,3.46,3.44
2018/2019,20 Oct 2018,Cardiff - Fulham,4:2,2.54,3.44,2.87
2018/2019,20 Oct 2018,Manchester City - Burnley,5:0,1.08,13.92,30.30
2018/2019,20 Oct 2018,Newcastle - Brighton,0:1,2.18,3.20,3.81
2018/2019,20 Oct 2018,West Ham - Tottenham,0:1,3.89,3.71,1.98
2018/2019,20 Oct 2018,Wolves - Watford,0:2,1.80,3.48,5.30
2018/2019,20 Oct 2018,Chelsea - Manchester Utd,2:2,1.77,3.82,4.85
2018/2019,07 Oct 2018,Liverpool - Manchester City,0:0,2.78,3.50,2.59
2018/2019,07 Oct 2018,Southampton - Chelsea,0:3,6.53,4.16,1.56
2018/2019,07 Oct 2018,Fulham - Arsenal,1:5,4.98,4.37,1.66
2018/2019,06 Oct 2018,Manchester Utd - Newcastle,3:2,1.39,4.69,9.60
2018/2019,06 Oct 2018,Burnley - Huddersfield,1:1,2.32,2.99,3.74
2018/2019,06 Oct 2018,Crystal Palace - Wolves,0:1,2.82,3.23,2.73
2018/2019,06 Oct 2018,Leicester - Everton,1:2,2.26,3.29,3.52
2018/2019,06 Oct 2018,Tottenham - Cardiff,1:0,1.25,6.56,12.78
2018/2019,06 Oct 2018,Watford - Bournemouth,0:4,2.12,3.46,3.69
2018/2019,05 Oct 2018,Brighton - West Ham,1:0,2.77,3.23,2.77
2018/2019,01 Oct 2018,Bournemouth - Crystal Palace,2:1,2.32,3.48,3.22
2018/2019,30 Sep 2018,Cardiff - Burnley,1:2,2.49,3.07,3.28
2018/2019,29 Sep 2018,Chelsea - Liverpool,1:1,2.82,3.51,2.57
2018/2019,29 Sep 2018,Arsenal - Watford,2:0,1.48,4.79,6.75
2018/2019,29 Sep 2018,Everton - Fulham,3:0,1.65,4.21,5.30
2018/2019,29 Sep 2018,Huddersfield - Tottenham,0:2,6.25,3.94,1.62
2018/2019,29 Sep 2018,Manchester City - Brighton,2:0,1.09,11.97,28.90
2018/2019,29 Sep 2018,Newcastle - Leicester,0:2,2.81,3.17,2.77
2018/2019,29 Sep 2018,Wolves - Southampton,2:0,1.94,3.41,4.45
2018/2019,29 Sep 2018,West Ham - Manchester Utd,3:1,3.99,3.54,2.01
2018/2019,23 Sep 2018,Arsenal - Everton,2:0,1.41,5.19,7.77
2018/2019,23 Sep 2018,West Ham - Chelsea,0:0,6.67,4.56,1.51
2018/2019,22 Sep 2018,Brighton - Tottenham,1:2,5.34,3.94,1.69
2018/2019,22 Sep 2018,Burnley - Bournemouth,4:0,3.28,3.39,2.33
2018/2019,22 Sep 2018,Cardiff - Manchester City,0:5,21.30,8.54,1.15
2018/2019,22 Sep 2018,Crystal Palace - Newcastle,0:0,2.12,3.29,3.90
2018/2019,22 Sep 2018,Leicester - Huddersfield,3:1,1.71,3.62,5.92
2018/2019,22 Sep 2018,Liverpool - Southampton,3:0,1.19,7.59,17.12
2018/2019,22 Sep 2018,Manchester Utd - Wolves,1:1,1.59,3.94,6.54
2018/2019,22 Sep 2018,Fulham - Watford,1:1,2.84,3.43,2.57
2018/2019,17 Sep 2018,Southampton - Brighton,2:2,2.02,3.29,4.25
2018/2019,16 Sep 2018,Everton - West Ham,1:3,2.10,3.45,3.76
2018/2019,16 Sep 2018,Wolves - Burnley,1:0,1.74,3.55,5.62
2018/2019,15 Sep 2018,Watford - Manchester Utd,1:2,4.82,3.58,1.84
2018/2019,15 Sep 2018,Bournemouth - Leicester,4:2,2.40,3.38,3.14
2018/2019,15 Sep 2018,Chelsea - Cardiff,4:1,1.15,8.47,22.15
2018/2019,15 Sep 2018,Huddersfield - Crystal Palace,0:1,3.43,3.14,2.36
2018/2019,15 Sep 2018,Manchester City - Fulham,3:0,1.09,12.51,29.94
2018/2019,15 Sep 2018,Newcastle - Arsenal,1:2,4.36,3.84,1.84
2018/2019,15 Sep 2018,Tottenham - Liverpool,1:2,3.07,3.59,2.35
2018/2019,02 Sep 2018,Burnley - Manchester Utd,0:2,6.52,3.99,1.59
2018/2019,02 Sep 2018,Watford - Tottenham,2:1,5.36,3.93,1.69
2018/2019,02 Sep 2018,Cardiff - Arsenal,2:3,6.12,4.39,1.56
2018/2019,01 Sep 2018,Manchester City - Newcastle,2:1,1.12,10.32,24.74
2018/2019,01 Sep 2018,Brighton - Fulham,2:2,2.16,3.46,3.58
2018/2019,01 Sep 2018,Chelsea - Bournemouth,2:0,1.31,5.87,10.02
2018/2019,01 Sep 2018,Crystal Palace - Southampton,0:2,2.55,3.22,3.05
2018/2019,01 Sep 2018,Everton - Huddersfield,1:1,1.59,3.83,7.17
2018/2019,01 Sep 2018,West Ham - Wolves,0:1,2.59,3.29,2.94
2018/2019,01 Sep 2018,Leicester - Liverpool,1:2,7.76,4.81,1.44
2018/2019,27 Aug 2018,Manchester Utd - Tottenham,0:3,2.62,3.28,2.91
2018/2019,26 Aug 2018,Fulham - Burnley,4:2,2.22,3.23,3.65
2018/2019,26 Aug 2018,Newcastle - Chelsea,1:2,6.42,4.10,1.58
2018/2019,26 Aug 2018,Watford - Crystal Palace,2:1,2.33,3.30,3.31
2018/2019,25 Aug 2018,Liverpool - Brighton,1:0,1.15,8.69,20.23
2018/2019,25 Aug 2018,Arsenal - West Ham,3:1,1.38,5.42,8.21
2018/2019,25 Aug 2018,Bournemouth - Everton,2:2,2.65,3.47,2.72
2018/2019,25 Aug 2018,Huddersfield - Cardiff,0:0,2.42,2.99,3.49
2018/2019,25 Aug 2018,Southampton - Leicester,1:2,2.34,3.28,3.34
2018/2019,25 Aug 2018,Wolves - Manchester City,1:1,11.09,5.75,1.30
2018/2019,20 Aug 2018,Crystal Palace - Liverpool,0:2,7.86,5.17,1.40
2018/2019,19 Aug 2018,Brighton - Manchester Utd,3:2,5.88,3.60,1.71
2018/2019,19 Aug 2018,Burnley - Watford,1:3,2.43,3.08,3.38
2018/2019,19 Aug 2018,Manchester City - Huddersfield,6:1,1.08,12.82,34.28
2018/2019,18 Aug 2018,Chelsea - Arsenal,3:2,1.84,3.79,4.45
2018/2019,18 Aug 2018,Everton - Southampton,2:1,1.83,3.54,4.89
2018/2019,18 Aug 2018,Leicester - Wolves,2:0,2.14,3.37,3.73
2018/2019,18 Aug 2018,Tottenham - Fulham,3:1,1.27,6.17,11.88
2018/2019,18 Aug 2018,West Ham - Bournemouth,1:2,2.09,3.56,3.67
2018/2019,18 Aug 2018,Cardiff - Newcastle,0:0,3.29,3.13,2.44
2018/2019,12 Aug 2018,Arsenal - Manchester City,0:2,4.33,4.03,1.82
2018/2019,12 Aug 2018,Liverpool - West Ham,4:0,1.24,6.84,12.58
2018/2019,12 Aug 2018,Southampton - Burnley,0:0,2.03,3.20,4.48
2018/2019,11 Aug 2018,Wolves - Everton,2:2,2.42,3.21,3.30
2018/2019,11 Aug 2018,Bournemouth - Cardiff,2:0,1.86,3.60,4.63
2018/2019,11 Aug 2018,Fulham - Crystal Palace,0:2,2.60,3.37,2.86
2018/2019,11 Aug 2018,Huddersfield - Chelsea,0:3,6.89,3.93,1.58
2018/2019,11 Aug 2018,Watford - Brighton,2:0,2.54,3.09,3.22
2018/2019,11 Aug 2018,Newcastle - Tottenham,1:2,4.59,3.55,1.88
2018/2019,10 Aug 2018,Manchester Utd - Leicester,2:1,1.56,4.00,7.32
2017/2018,13 May 2018,Burnley - Bournemouth,1:2,2.37,3.45,3.11
2017/2018,13 May 2018,Crystal Palace - West Brom,2:0,1.77,3.88,4.74
2017/2018,13 May 2018,Huddersfield - Arsenal,0:1,5.68,4.72,1.55
2017/2018,13 May 2018,Liverpool - Brighton,4:0,1.22,7.18,13.15
2017/2018,13 May 2018,Manchester Utd - Watford,1:0,1.53,4.36,6.73
2017/2018,13 May 2018,Newcastle - Chelsea,3:0,4.73,3.84,1.79
2017/2018,13 May 2018,Southampton - Manchester City,0:1,6.24,4.64,1.52
2017/2018,13 May 2018,Swansea - Stoke,1:2,2.05,3.56,3.79
2017/2018,13 May 2018,Tottenham - Leicester,5:4,1.38,5.49,8.06
2017/2018,13 May 2018,West Ham - Everton,3:1,2.32,3.41,3.26
2017/2018,10 May 2018,West Ham - Manchester Utd,0:0,4.57,3.85,1.81
2017/2018,09 May 2018,Manchester City - Brighton,3:1,1.17,7.50,16.07
2017/2018,09 May 2018,Tottenham - Newcastle,1:0,1.21,7.25,14.53
2017/2018,09 May 2018,Chelsea - Huddersfield,1:1,1.26,5.84,14.75
2017/2018,09 May 2018,Leicester - Arsenal,3:1,3.86,3.87,1.96
2017/2018,08 May 2018,Swansea - Southampton,0:1,3.33,3.20,2.42
2017/2018,06 May 2018,Arsenal - Burnley,5:0,1.43,4.93,7.86
2017/2018,06 May 2018,Chelsea - Liverpool,1:0,2.20,3.68,3.34
2017/2018,06 May 2018,Manchester City - Huddersfield,0:0,1.09,13.16,28.54
2017/2018,05 May 2018,Everton - Southampton,1:1,2.80,3.30,2.70
2017/2018,05 May 2018,Bournemouth - Swansea,1:0,2.01,3.60,3.95
2017/2018,05 May 2018,Leicester - West Ham,0:2,2.28,3.49,3.31
2017/2018,05 May 2018,Watford - Newcastle,2:1,2.19,3.31,3.69
2017/2018,05 May 2018,West Brom - Tottenham,1:0,7.45,4.48,1.48
2017/2018,05 May 2018,Stoke - Crystal Palace,1:2,2.55,3.47,2.87
2017/2018,04 May 2018,Brighton - Manchester Utd,1:0,4.99,3.49,1.85
2017/2018,30 Apr 2018,Tottenham - Watford,2:0,1.17,8.49,16.98
2017/2018,29 Apr 2018,Manchester Utd - Arsenal,2:1,1.39,5.35,8.18
2017/2018,29 Apr 2018,West Ham - Manchester City,1:4,9.52,5.72,1.33
2017/2018,28 Apr 2018,Swansea - Chelsea,0:1,7.66,4.74,1.45
2017/2018,28 Apr 2018,Burnley - Brighton,0:0,2.39,3.12,3.46
2017/2018,28 Apr 2018,Crystal Palace - Leicester,5:0,2.09,3.53,3.74
2017/2018,28 Apr 2018,Huddersfield - Everton,0:2,2.70,3.05,3.04
2017/2018,28 Apr 2018,Newcastle - West Brom,0:1,1.97,3.35,4.48
2017/2018,28 Apr 2018,Southampton - Bournemouth,2:1,1.70,4.09,5.08
2017/2018,28 Apr 2018,Liverpool - Stoke,0:0,1.29,5.95,11.32
2017/2018,23 Apr 2018,Everton - Newcastle,1:0,2.18,3.33,3.73
2017/2018,22 Apr 2018,Manchester City - Swansea,5:0,1.13,9.49,20.74
2017/2018,22 Apr 2018,Arsenal - West Ham,4:1,1.52,4.58,6.68
2017/2018,22 Apr 2018,Stoke - Burnley,1:1,2.24,3.40,3.45
2017/2018,21 Apr 2018,Watford - Crystal Palace,0:0,3.07,3.30,2.49
2017/2018,21 Apr 2018,West Brom - Liverpool,2:2,6.45,4.06,1.59
2017/2018,19 Apr 2018,Burnley - Chelsea,1:2,4.49,3.57,1.90
2017/2018,19 Apr 2018,Leicester - Southampton,0:0,2.40,3.46,3.11
2017/2018,18 Apr 2018,Bournemouth - Manchester Utd,0:2,4.51,3.83,1.82
2017/2018,17 Apr 2018,Brighton - Tottenham,1:1,6.45,4.29,1.56
2017/2018,16 Apr 2018,West Ham - Stoke,1:1,1.99,3.49,4.14
2017/2018,15 Apr 2018,Manchester Utd - West Brom,0:1,1.20,7.25,17.66
2017/2018,15 Apr 2018,Newcastle - Arsenal,2:1,2.90,3.50,2.51
2017/2018,14 Apr 2018,Tottenham - Manchester City,1:3,2.80,3.60,2.55
2017/2018,14 Apr 2018,Liverpool - Bournemouth,3:0,1.23,7.07,13.50
2017/2018,14 Apr 2018,Burnley - Leicester,2:1,2.63,3.17,3.02
2017/2018,14 Apr 2018,Crystal Palace - Brighton,3:2,1.86,3.49,4.91
2017/2018,14 Apr 2018,Huddersfield - Watford,1:0,2.58,3.17,3.07
2017/2018,14 Apr 2018,Swansea - Everton,1:1,2.73,3.16,2.89
2017/2018,14 Apr 2018,Southampton - Chelsea,2:3,4.70,3.78,1.81
2017/2018,08 Apr 2018,Chelsea - West Ham,1:1,1.31,5.76,11.25
2017/2018,08 Apr 2018,Arsenal - Southampton,3:2,1.77,3.82,4.96
2017/2018,07 Apr 2018,Manchester City - Manchester Utd,2:3,1.85,3.72,4.63
2017/2018,07 Apr 2018,Bournemouth - Crystal Palace,2:2,2.60,3.51,2.79
2017/2018,07 Apr 2018,Brighton - Huddersfield,1:1,1.74,3.65,5.62
2017/2018,07 Apr 2018,Leicester - Newcastle,1:2,1.87,3.56,4.67
2017/2018,07 Apr 2018,Stoke - Tottenham,1:2,11.04,5.99,1.30
2017/2018,07 Apr 2018,Watford - Burnley,1:2,2.35,3.19,3.45
2017/2018,07 Apr 2018,West Brom - Swansea,1:1,2.43,3.18,3.28
2017/2018,07 Apr 2018,Everton - Liverpool,0:0,3.68,3.46,2.14
2017/2018,01 Apr 2018,Chelsea - Tottenham,1:3,2.32,3.38,3.33
2017/2018,01 Apr 2018,Arsenal - Stoke,3:0,1.30,5.97,10.71
2017/2018,31 Mar 2018,Everton - Manchester City,1:3,9.77,5.35,1.35
2017/2018,31 Mar 2018,Brighton - Leicester,0:2,2.77,3.26,2.78
2017/2018,31 Mar 2018,Manchester Utd - Swansea,2:0,1.24,6.57,15.12
2017/2018,31 Mar 2018,Newcastle - Huddersfield,1:0,1.76,3.63,5.40
2017/2018,31 Mar 2018,Watford - Bournemouth,2:2,2.27,3.47,3.34
2017/2018,31 Mar 2018,West Brom - Burnley,1:2,2.60,3.08,3.14
2017/2018,31 Mar 2018,West Ham - Southampton,3:0,2.87,3.20,2.73
2017/2018,31 Mar 2018,Crystal Palace - Liverpool,1:2,6.83,4.70,1.49
2017/2018,17 Mar 2018,Liverpool - Watford,5:0,1.18,8.51,16.76
2017/2018,17 Mar 2018,Bournemouth - West Brom,2:1,1.80,3.76,4.84
2017/2018,17 Mar 2018,Huddersfield - Crystal Palace,0:2,2.77,3.16,2.85
2017/2018,17 Mar 2018,Stoke - Everton,1:2,2.79,3.22,2.79
2017/2018,12 Mar 2018,Stoke - Manchester City,0:2,13.91,6.74,1.24
2017/2018,11 Mar 2018,Bournemouth - Tottenham,1:4,7.36,4.94,1.44
2017/2018,11 Mar 2018,Arsenal - Watford,3:0,1.51,4.53,6.95
2017/2018,10 Mar 2018,Chelsea - Crystal Palace,2:1,1.31,5.63,11.88
2017/2018,10 Mar 2018,Everton - Brighton,2:0,2.26,3.24,3.58
2017/2018,10 Mar 2018,Huddersfield - Swansea,0:0,2.50,3.07,3.32
2017/2018,10 Mar 2018,Newcastle - Southampton,3:0,2.69,3.15,2.96
2017/2018,10 Mar 2018,West Brom - Leicester,1:4,3.23,3.35,2.38
2017/2018,10 Mar 2018,West Ham - Burnley,0:3,2.23,3.17,3.77
2017/2018,10 Mar 2018,Manchester Utd - Liverpool,2:1,3.12,3.23,2.52
2017/2018,05 Mar 2018,Crystal Palace - Manchester Utd,2:3,7.86,4.62,1.46
2017/2018,04 Mar 2018,Manchester City - Chelsea,1:0,1.51,4.71,6.42
2017/2018,04 Mar 2018,Brighton - Arsenal,2:1,4.18,3.66,1.93
2017/2018,03 Mar 2018,Liverpool - Newcastle,2:0,1.21,7.44,15.00
2017/2018,03 Mar 2018,Leicester - Bournemouth,1:1,1.90,3.64,4.39
2017/2018,03 Mar 2018,Southampton - Stoke,0:0,1.73,3.71,5.49
2017/2018,03 Mar 2018,Swansea - West Ham,4:1,2.62,3.06,3.10
2017/2018,03 Mar 2018,Tottenham - Huddersfield,2:0,1.17,8.10,19.99
2017/2018,03 Mar 2018,Watford - West Brom,1:0,2.35,3.21,3.43
2017/2018,03 Mar 2018,Burnley - Everton,2:1,2.57,2.97,3.30
2017/2018,01 Mar 2018,Arsenal - Manchester City,0:3,4.70,4.29,1.72
2017/2018,25 Feb 2018,Manchester Utd - Chelsea,2:1,2.40,3.23,3.33
2017/2018,25 Feb 2018,Crystal Palace - Tottenham,0:1,9.28,5.43,1.36
2017/2018,24 Feb 2018,Watford - Everton,1:0,2.42,3.23,3.29
2017/2018,24 Feb 2018,Bournemouth - Newcastle,2:2,2.00,3.55,4.02
2017/2018,24 Feb 2018,Brighton - Swansea,4:1,2.04,3.23,4.37
2017/2018,24 Feb 2018,Burnley - Southampton,1:1,3.30,3.07,2.51
2017/2018,24 Feb 2018,Liverpool - West Ham,4:1,1.23,7.01,13.52
2017/2018,24 Feb 2018,West Brom - Huddersfield,1:2,1.89,3.41,4.86
2017/2018,24 Feb 2018,Leicester - Stoke,1:1,1.70,3.89,5.45
2017/2018,12 Feb 2018,Chelsea - West Brom,3:0,1.34,5.20,11.15
2017/2018,11 Feb 2018,Southampton - Liverpool,0:2,5.11,3.96,1.73
2017/2018,11 Feb 2018,Newcastle - Manchester Utd,1:0,6.30,4.09,1.60
2017/2018,11 Feb 2018,Huddersfield - Bournemouth,4:1,3.14,3.33,2.43
2017/2018,10 Feb 2018,Manchester City - Leicester,5:1,1.24,6.59,14.11
2017/2018,10 Feb 2018,Everton - Crystal Palace,3:1,2.13,3.27,3.96
2017/2018,10 Feb 2018,Stoke - Brighton,1:1,2.38,3.22,3.37
2017/2018,10 Feb 2018,Swansea - Burnley,1:0,2.38,3.03,3.59
2017/2018,10 Feb 2018,West Ham - Watford,2:0,2.40,3.31,3.21
2017/2018,10 Feb 2018,Tottenham - Arsenal,1:0,1.94,3.83,3.95
2017/2018,05 Feb 2018,Watford - Chelsea,4:1,6.67,4.40,1.54
2017/2018,04 Feb 2018,Liverpool - Tottenham,2:2,2.03,3.76,3.75
2017/2018,04 Feb 2018,Crystal Palace - Newcastle,1:1,2.08,3.32,4.05
2017/2018,03 Feb 2018,Arsenal - Everton,5:1,1.35,5.44,9.67
2017/2018,03 Feb 2018,Bournemouth - Stoke,2:1,1.91,3.62,4.35
2017/2018,03 Feb 2018,Brighton - West Ham,3:1,2.29,3.06,3.78
2017/2018,03 Feb 2018,Leicester - Swansea,1:1,1.86,3.47,4.96
2017/2018,03 Feb 2018,Manchester Utd - Huddersfield,2:0,1.22,6.85,16.55
2017/2018,03 Feb 2018,West Brom - Southampton,2:3,2.85,3.12,2.81
2017/2018,03 Feb 2018,Burnley - Manchester City,1:1,12.40,5.67,1.30
2017/2018,31 Jan 2018,Manchester City - West Brom,3:0,1.15,9.09,20.75
2017/2018,31 Jan 2018,Stoke - Watford,0:0,2.18,3.46,3.55
2017/2018,31 Jan 2018,Tottenham - Manchester Utd,2:0,2.42,3.39,3.15
2017/2018,31 Jan 2018,Chelsea - Bournemouth,0:3,1.36,5.19,9.91
2017/2018,31 Jan 2018,Everton - Leicester,2:1,2.75,3.16,2.88
2017/2018,31 Jan 2018,Newcastle - Burnley,1:1,2.24,3.13,3.80
2017/2018,31 Jan 2018,Southampton - Brighton,1:1,1.81,3.45,5.38
2017/2018,30 Jan 2018,Huddersfield - Liverpool,0:3,10.56,5.50,1.33
2017/2018,30 Jan 2018,Swansea - Arsenal,3:1,6.87,4.31,1.54
2017/2018,30 Jan 2018,West Ham - Crystal Palace,1:1,3.04,3.22,2.56
2017/2018,22 Jan 2018,Swansea - Liverpool,1:0,11.14,5.87,1.31
2017/2018,21 Jan 2018,Southampton - Tottenham,1:1,4.58,3.75,1.84
2017/2018,20 Jan 2018,Manchester City - Newcastle,3:1,1.12,10.20,25.10
2017/2018,20 Jan 2018,Arsenal - Crystal Palace,4:1,1.47,4.72,7.31
2017/2018,20 Jan 2018,Burnley - Manchester Utd,0:1,7.31,3.98,1.56
2017/2018,20 Jan 2018,Everton - West Brom,1:1,2.48,2.98,3.46
2017/2018,20 Jan 2018,Leicester - Watford,2:0,1.77,3.88,4.83
2017/2018,20 Jan 2018,Stoke - Huddersfield,2:0,2.04,3.41,4.08
2017/2018,20 Jan 2018,West Ham - Bournemouth,1:1,2.31,3.36,3.35
2017/2018,20 Jan 2018,Brighton - Chelsea,0:4,6.71,3.78,1.63
2017/2018,15 Jan 2018,Manchester Utd - Stoke,3:0,1.21,7.18,15.51
2017/2018,14 Jan 2018,Liverpool - Manchester City,4:3,3.14,3.67,2.32
2017/2018,14 Jan 2018,Bournemouth - Arsenal,2:1,3.74,3.64,2.05
2017/2018,13 Jan 2018,Tottenham - Everton,4:0,1.28,5.97,12.51
2017/2018,13 Jan 2018,Chelsea - Leicester,0:0,1.31,5.65,11.91
2017/2018,13 Jan 2018,Crystal Palace - Burnley,1:0,2.21,3.18,3.84
2017/2018,13 Jan 2018,Huddersfield - West Ham,1:4,2.88,3.09,2.80
2017/2018,13 Jan 2018,Newcastle - Swansea,1:1,1.75,3.65,5.48
2017/2018,13 Jan 2018,Watford - Southampton,2:2,2.70,3.31,2.81
2017/2018,13 Jan 2018,West Brom - Brighton,2:0,2.16,3.10,4.15
2017/2018,04 Jan 2018,Tottenham - West Ham,1:1,1.30,5.98,11.35
2017/2018,03 Jan 2018,Arsenal - Chelsea,2:2,3.25,3.40,2.35
2017/2018,02 Jan 2018,Manchester City - Watford,3:1,1.13,10.37,20.71
2017/2018,02 Jan 2018,Southampton - Crystal Palace,1:2,2.09,3.37,3.98
2017/2018,02 Jan 2018,Swansea - Tottenham,0:2,8.28,4.46,1.46
2017/2018,02 Jan 2018,West Ham - West Brom,2:1,2.16,3.16,4.02
2017/2018,01 Jan 2018,Everton - Manchester Utd,0:2,5.68,3.79,1.71
2017/2018,01 Jan 2018,Burnley - Liverpool,1:2,6.16,3.83,1.65
2017/2018,01 Jan 2018,Leicester - Huddersfield,3:0,1.81,3.52,5.18
2017/2018,01 Jan 2018,Stoke - Newcastle,0:1,2.31,3.27,3.45
2017/2018,01 Jan 2018,Brighton - Bournemouth,2:2,2.45,3.05,3.40
2017/2018,31 Dec 2017,West Brom - Arsenal,1:1,5.66,4.19,1.64
2017/2018,31 Dec 2017,Crystal Palace - Manchester City,0:0,10.29,5.84,1.32
2017/2018,30 Dec 2017,Manchester Utd - Southampton,0:0,1.36,5.24,9.82
2017/2018,30 Dec 2017,Bournemouth - Everton,2:1,2.40,3.19,3.35
2017/2018,30 Dec 2017,Chelsea - Stoke,5:0,1.15,9.27,20.23
2017/2018,30 Dec 2017,Huddersfield - Burnley,0:0,2.41,3.00,3.55
2017/2018,30 Dec 2017,Liverpool - Leicester,2:1,1.28,6.75,10.19
